"status","path","category","reason","commit_decision","risk","bytes","kind","rc_relation"
"??","apps/frontend/src/features/commercial/components/record-collaboration-panel.tsx","01-frontend-application","release candidate replacement","include-release","medium","23807","text","direct"
"??","apps/frontend/src/features/commercial/components/server-rankings-panel.tsx","01-frontend-application","release candidate replacement","include-release","medium","8169","text","direct"
"??","apps/frontend/src/features/commercial/components/team-workload-view.tsx","01-frontend-application","release candidate replacement","include-release","medium","26031","text","direct"
"??","apps/frontend/src/features/commercial/document-status.tsx","01-frontend-application","release candidate replacement","include-release","medium","2492","text","direct"
"??","apps/frontend/src/features/commercial/duplicates.ts","01-frontend-application","release candidate replacement","include-release","medium","6878","text","direct"
"??","apps/frontend/src/features/commercial/google-contacts-export.ts","01-frontend-application","release candidate replacement","include-release","medium","2077","text","direct"
"??","apps/frontend/src/features/commercial/hooks/use-commercial-core-cache.ts","01-frontend-application","release candidate replacement","include-release","medium","1251","text","direct"
"??","apps/frontend/src/features/commercial/hooks/use-commercial-duplicates.ts","01-frontend-application","release candidate replacement","include-release","medium","1750","text","direct"
"??","apps/frontend/src/features/commercial/pipeline-stages.ts","01-frontend-application","release candidate replacement","include-release","medium","960","text","direct"
"??","apps/frontend/src/features/commercial/types.ts","01-frontend-application","release candidate replacement","include-release","medium","4049","text","direct"
"??","apps/frontend/src/features/commercial/use-commercial-team.ts","01-frontend-application","release candidate replacement","include-release","medium","679","text","direct"
"??","apps/frontend/src/features/dashboard/components/dashboard-states.tsx","01-frontend-application","release candidate replacement","include-release","medium","1007","text","direct"
"??","apps/frontend/src/features/dashboard/components/financial-summary-chart.tsx","01-frontend-application","release candidate replacement","include-release","medium","2811","text","direct"
"??","apps/frontend/src/features/dashboard/components/metric-area-chart.tsx","01-frontend-application","release candidate replacement","include-release","medium","2375","text","direct"
"??","apps/frontend/src/features/dashboard/components/metric-line-chart.tsx","01-frontend-application","release candidate replacement","include-release","medium","1659","text","direct"
"??","apps/frontend/src/features/dashboard/dashboard-overview.tsx","01-frontend-application","release candidate replacement","include-release","medium","282","text","direct"
"??","apps/frontend/src/features/dashboard/formatters.ts","01-frontend-application","release candidate replacement","include-release","medium","1158","text","direct"
"??","apps/frontend/src/features/dashboard/role-aware-dashboard.tsx","01-frontend-application","release candidate replacement","include-release","medium","10471","text","direct"
"??","apps/frontend/src/features/dashboard/synchronized-dashboard-overview.tsx","01-frontend-application","release candidate replacement","include-release","medium","15811","text","direct"
"??","apps/frontend/src/features/dashboard/trend.ts","01-frontend-application","release candidate replacement","include-release","medium","1099","text","direct"
"??","apps/frontend/src/features/dashboard/types.ts","01-frontend-application","release candidate replacement","include-release","medium","2057","text","direct"
"??","apps/frontend/src/features/identity/access-denied.tsx","01-frontend-application","release candidate replacement","include-release","medium","864","text","direct"
"??","apps/frontend/src/features/identity/authorized-pages.tsx","01-frontend-application","release candidate replacement","include-release","high","3507","text","direct"
"??","apps/frontend/src/features/identity/doflow-experience-context.tsx","01-frontend-application","release candidate replacement","include-release","medium","394","text","direct"
"??","apps/frontend/src/features/identity/doflow-identity-provider.tsx","01-frontend-application","release candidate replacement","include-release","medium","13342","text","direct"
"??","apps/frontend/src/features/identity/identity-session-guard.tsx","01-frontend-application","release candidate replacement","include-release","high","763","text","direct"
"??","apps/frontend/src/features/identity/permissions.ts","01-frontend-application","release candidate replacement","include-release","medium","10672","text","direct"
"??","apps/frontend/src/features/identity/use-authorized-commercial.ts","01-frontend-application","release candidate replacement","include-release","high","1492","text","direct"
"??","apps/frontend/src/hooks/use-current-date.ts","01-frontend-application","release candidate replacement","include-release","medium","406","text","direct"
"??","apps/frontend/src/hooks/use-doflow-notifications.ts","01-frontend-application","release candidate replacement","include-release","medium","3314","text","direct"
"M","apps/frontend/src/hooks/use-platform.tsx","01-frontend-application","release candidate replacement","include-release","medium","566","text","direct"
